Date;title;category;account;amount;type;;;;;;;
22/10/2023;Maa;Bills & Fees;Cash;50000;EXPENSE;;;;;;;30dc6898-a78c-4981-93a6-6876bd02b2db
21/10/2023;Juice;Food & Drinks;Cash;30000;EXPENSE;;;;;;;9fa38570-f628-42eb-81a3-41ac25eaf077
21/10/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;e5b68f42-1ae9-4087-b70e-0f37247a48b9
20/10/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;a4484350-6cf4-4d4b-9c38-773827a5d49e
20/10/2023;PtA;Transport;Metro Card;10000;EXPENSE;;;;;;;e04f9a4a-78b6-4ea5-bd57-66019be37465
20/10/2023;HtP;Transport;Metro Card;35000;EXPENSE;;;;;;;e80d649a-a392-449b-aaf9-bb569a0510d3
20/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;0d62c76b-9d29-482f-b63a-9ce7bba105a8
20/10/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;a1e744ae-705e-489d-ab04-47d39d7dd881
19/10/2023;RtA;Transport;Metro Card;45000;EXPENSE;;;;;;;d7dc2bec-0060-49b1-8fae-2135b8ab8d56
19/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;b75da623-cdeb-4ac4-91e2-6e180d1d58ba
18/10/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;50;INR;;;654b5c48-e9c3-40f3-a523-6e7ceaeb5bfd
18/10/2023;Snacks;Food & Drinks;Cash;30000;EXPENSE;;;;;;;affa6bc0-30dc-419e-a503-1afce696d3fc
18/10/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;500;INR;;;4ac9b3d2-3223-4b06-bcd4-e4c870667bd1
18/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;5eafe6b2-c6ee-471e-a9b1-d4df02660108
18/10/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;9bbd56aa-e590-4c3d-a360-0ddbbe9a1567
18/10/2023;Adjust balance;Transport;Savings Bank;20000;INCOME;;;;;;;fb847a72-11a0-4de9-a9bd-7af8e59107ba
18/10/2023;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;5a7f66a1-f069-44b8-8596-da49efc87376
17/10/2023;Stonks;Bills & Fees;Savings Bank;111000;EXPENSE;;;;;;;4ed9144f-a099-42b6-a750-e168f502f6d5
17/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b0abacd3-96ae-4281-820f-80ab45159bee
17/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;102892f2-b50d-48de-95c0-31a8b0f54abf
17/10/2023;Metro;Transport;Savings Bank;35000;EXPENSE;;;;;;;8b0af34c-082b-4235-95b9-af521eb4b6bf
17/10/2023;Chotu;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;137ff062-5b2f-4124-b28a-6351c338d7cf
17/10/2023;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;f5770ed6-34f8-4659-976d-d5c4957ae301
16/10/2023;Capt. Payment;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;d2dcc2f2-0b75-4383-851e-e0bc369d06f0
15/10/2023;Adjust balance;Transport;Savings Bank;35000;EXPENSE;;;;;;;1bdfdea9-d157-482a-8830-a84013b1b4d6
15/10/2023;Adjust balance;Transport;Cash;8000;INCOME;;;;;;;706ac425-419e-4c59-a5a0-dd624fa5901e
06/10/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;425f3283-a482-4672-bed4-af89af56f2f1
06/10/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;fb613be8-3fea-45a8-bcca-4b9a4d64aa02
05/10/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;be292616-532f-4010-9c20-1c9209e2eb9c
05/10/2023;Baba;Bills & Fees;Cash;90000;INCOME;;;;;;;7c6dcdda-a122-4838-972f-ad813fc2b371
03/10/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;695d3e1a-611e-4cfb-a2ec-0e61074949f2
03/10/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;a098bac2-8411-45eb-abf5-93df91df0d19
30/09/2023;Baba;Bills & Fees;Savings Bank;500000;EXPENSE;;;;;;;9c51efa5-0626-44d4-82cc-2e08147e1fe8
30/09/2023;Snacks;Food & Drinks;Savings Bank;55000;EXPENSE;;;;;;;44f4d4ca-8e97-4b13-a798-2ea9ab2f4b3e
29/09/2023;Auto+Bus;Transport;Cash;30000;EXPENSE;;;;;;;67ef2a42-5539-4d8b-96d6-3bbc03044127
28/09/2023;Baba;Bills & Fees;Savings Bank;500000;EXPENSE;;;;;;;42f47d1d-175b-4c7a-9ab1-f3a41f12d45b
28/09/2023;Snacks;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;54552def-f497-4a56-81c6-410afd754c44
28/09/2023;Adjust balance;Transport;Cash;4000;EXPENSE;;;;;;;d717ea31-9c25-4861-8a94-1e0afdcdb441
28/09/2023;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;c1ec79d5-ea30-4dfd-9905-e1dda40bcfb7
28/09/2023;Chotu;Bills & Fees;Cash;20000;EXPENSE;;;;;;;d345b65d-0998-4654-a791-8b1b8e34e4b3
27/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;1a029d91-ca69-4e79-986b-018c24493673
27/09/2023;Sid;Bills & Fees;Savings Bank;40000;EXPENSE;;;;;;;e96c2cf9-b558-4e52-a92f-03bf142ac615
25/09/2023;Interest;Bills & Fees;Savings Bank;3000;INCOME;;;;;;;368720e5-aebd-4a98-b0c0-39b6cb3d18d0
25/09/2023;Snacks;Food & Drinks;Savings Bank;25000;EXPENSE;;;;;;;fd839a36-c81d-44c9-9c7b-acdab413ca6d
25/09/2023;Jalebi;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;3f797648-64e0-4c0f-8fa8-0b7e3ccbff7a
25/09/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;82220db6-f3f7-41da-b032-df0666122292
25/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;9bc31a9c-d617-47b7-8aed-3f46a5bd8475
23/09/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;a687a5db-941c-4445-83dd-607f55caa731
23/09/2023;Adjust balance;Transport;Savings Bank;20000;EXPENSE;;;;;;;3ed9f40f-a911-47f3-ba42-805eff58c65e
23/09/2023;Adjust balance;Transport;Cash;40000;EXPENSE;;;;;;;0654ac2f-fbfb-4d0c-8ed0-e111fb4b41ed
23/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;60f91f51-4369-4e37-9983-f0a32cf8966b
23/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;6ea4a6c0-8437-45f5-8ffa-e2daf331858b
23/09/2023;Chotu;Bills & Fees;Savings Bank;50000;EXPENSE;;;;;;;3517dcdc-25a5-4cf2-b997-cac90b475030
22/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;d1b98b83-4132-419d-b401-e4ac9ae10f26
21/09/2023;Advance;Transport;Savings Bank;35000;INCOME;;;;;;;7c8d353e-9dde-434a-acc6-e839af3aef5b
20/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;4848a5ea-2893-4fd7-9b0e-1f43a725b50d
19/09/2023;Prints;Bills & Fees;Savings Bank;5000;EXPENSE;;;;;;;def4e696-df36-4f16-9dd4-43a6751ba076
19/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;5ba30e66-100b-46ad-8a15-97a848b16230
19/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;e012e290-e108-4e8b-ba66-d6cc64134cf8
18/09/2023;Parking;Bills & Fees;Cash;25000;EXPENSE;;;;;;;e99b9932-99cb-47f6-8a5e-0811366920db
16/09/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;7c0a060e-f3a4-44cd-b9dd-824ae61dac3b
15/09/2023;Pastry;Food & Drinks;Cash;100000;EXPENSE;;;;;;;cd3cc6dd-acde-4df6-b521-6cc73f7af28a
15/09/2023;Transport;Transport;Cash;45000;EXPENSE;;;;;;;5438c8ab-113f-4628-81f2-73c3bb2080dd
15/09/2023;Bus incident;Transport;Savings Bank;0;TRANSFER;INR;Cash;20;INR;;;6fe85ced-7b89-41b1-98ce-74216ddaf340
15/09/2023;Snacks;Food & Drinks;Savings Bank;30000;INCOME;;;;;;;b4d65eed-3128-4395-93b1-98ef40af297f
15/09/2023;Drink;Transport;Savings Bank;10000;EXPENSE;;;;;;;6938bd27-7796-4f4b-a1ed-23a8d77c02cb
15/09/2023;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;0d87bd72-5c47-4e07-9de1-d6d7812adf18
14/09/2023;Adjust balance;Transport;Cash;10000;EXPENSE;;;;;;;3b3ca74e-89ad-48d6-85ed-5babd4cebc78
14/09/2023;Adjust balance;Transport;Savings Bank;30000;EXPENSE;;;;;;;04297db2-92d4-4458-afe3-e6b32f3d0b65
14/09/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;c691812d-37d6-4b21-b6d3-f64ee888c742
14/09/2023;Sid;Bills & Fees;Savings Bank;56000;EXPENSE;;;;;;;ef5a7408-3e1e-4af6-895f-45b2258984d9
14/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;276e3349-85c0-4ccd-9538-44f5a9093a5e
13/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;2fdb0d0f-9d32-423d-b44c-b3d55d9b7998
11/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;7718a09c-a594-47a0-b739-8dea92fbb46c
11/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;4ddf6fe9-7d89-44ec-b0b9-205adf69f3b5
11/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;86c0eaeb-2967-4bdc-ade4-8d8b002413f4
10/09/2023;Snacks;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;ad9aebb6-4c6a-4029-a56c-0432753c55dd
09/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;1081a9fa-7cc3-476c-81e9-8db15632c4ee
08/09/2023;;Transport;Savings Bank;64000;EXPENSE;;;;;;;f65f482b-596c-4ac3-bf55-84ccd5afe501
08/09/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;500;INR;;;f8076e19-6b6f-46ea-8fd8-fd72bffc5fff
08/09/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;885b7731-fc46-41ed-bb0c-a74c5efad793
08/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;5a7eb41a-6f0c-4520-b2cf-37d355df5351
07/09/2023;Snacks;Food & Drinks;Cash;30000;EXPENSE;;;;;;;79c41cc5-3820-4783-a412-e180f2ef0d36
06/09/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;ef4c710a-1aaf-4820-8b52-170d967540ef
06/09/2023;Adjust balance;Transport;Cash;20000;EXPENSE;;;;;;;b00bee3e-afdf-4f7a-87ff-003c8ec54eab
06/09/2023;Adjust balance;Transport;Savings Bank;35000;INCOME;;;;;;;1111d898-bdbc-4ed2-b00d-0d38c0db2692
23/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;21a4dca9-ab09-475b-bfb8-6e39013d08f4
22/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;fa63d868-93f0-46ad-a3b6-2cc3e78427b6
21/08/2023;Pass;Transport;Cash;430000;EXPENSE;;;;;;;116cbb27-0bc7-4d0d-98ec-f2d80e8e31f6
21/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;68f696ac-d8a0-41cd-90fc-8825fc2ffea0
21/08/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;7d33eba6-3275-4e53-ad32-e0fefadfb8fd
21/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;4d8263cb-b6f3-41ef-93cd-7609271b4458
21/08/2023;Add;Bills & Fees;Cash;50000;INCOME;;;;;;;6f399986-7fc1-4795-993a-5cf3a51d3b94
18/08/2023;Chotu;Bills & Fees;Cash;10000;EXPENSE;;;;;;;95847d24-a85f-404d-947e-2293878de723
18/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;56cc91a3-3cb8-4e06-a55d-811f973bd691
18/08/2023;Pocket Money;Bills & Fees;Cash;600000;INCOME;;;;;;;94fda512-cd23-4417-ba49-364a711a1299
18/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b830d31a-1e86-4add-b772-14e8b36b22ce
17/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;62bac057-406c-4d02-87ad-44871eb52f56
17/08/2023;Stickers;Bills & Fees;Savings Bank;20000;EXPENSE;;;;;;;b922f796-634f-41ad-8dc9-3c7ed41a5c3e
16/08/2023;Stationary;Bills & Fees;Savings Bank;50000;EXPENSE;;;;;;;61e77773-9b65-4ba5-b8d2-3c1e69d686f6
16/08/2023;Juice;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;08b24daa-7179-43c3-baea-a562dd34b951
16/08/2023;Goje payback;Bills & Fees;Savings Bank;50000;INCOME;;;;;;;7d174e97-785e-420f-b8a8-3a0bf65951f5
16/08/2023;Samosa;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;38838b43-2d1d-4c66-9276-cdf0063701f1
16/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;926a4567-fd8d-414c-8c48-ec703f2f5250
16/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;398ea1da-e525-45cf-a805-daa0dfa13358
16/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;b854b2b1-08ce-48cf-bceb-f95960c85c10
15/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;f40e7739-463f-4d2b-936e-68b6950eca81
14/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;20afd925-3793-4ab3-a867-e7fb520ff3ce
14/08/2023;Juice;Food & Drinks;Savings Bank;15000;EXPENSE;;;;;;;7d6b58c4-e4dc-4509-9738-b316a8736ee4
14/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;144f2c5e-3f37-4d91-9719-d4b47c562cd6
12/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;7482e1e9-cf28-4fe1-b8a3-730a03f9787d
11/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;f570d0d9-a068-4d54-890a-55150e453eae
10/08/2023;;Transport;Cash;200000;INCOME;;;;;;;e662e1d3-9c8e-4fc7-8036-d9294dc95651
10/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;c0186d15-49ad-4aa8-8406-b1a1a7dfce36
09/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;5b1faf1d-9b94-413a-b363-b378b65f51df
08/08/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;52ebe9d2-8d3f-49e1-b02d-9dd33ad0e3d8
08/08/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;ca1bc174-e2f0-4b9a-8d83-7e774d58b043
07/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;e2dc2523-d002-4a76-a331-76de254a1068
05/08/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;9b32648e-bb30-40af-8838-7bff74dd3bf5
05/08/2023;Auto;Transport;Cash;40000;EXPENSE;;;;;;;f541a401-9e3c-4108-b39f-b99e325dfec3
04/08/2023;Snacks;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;8d674dde-d630-4aaa-85e0-9091487f0b19
04/08/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;bfd65e8c-77b0-4306-8ec7-047004acfda0
02/08/2023;Computer stuff;Bills & Fees;Savings Bank;470000;EXPENSE;;;;;;;c1628623-7016-4fea-b5b0-98789cd57339
31/07/2023;Goje;Transport;Savings Bank;10000;EXPENSE;;;;;;;a799e899-e2b7-4d92-a0f1-d29af90429a6
31/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;99c1a430-5823-4966-8af0-c07b28213b63
31/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;ba912639-cfba-4ab4-bf3b-414ccfa96143
29/07/2023;Shawarma;Food & Drinks;Savings Bank;120000;EXPENSE;;;;;;;102dcd09-e832-4e55-8677-671417de4d64
28/07/2023;Adjust balance;Transport;Cash;30000;EXPENSE;;;;;;;ad43bdce-2ca7-4d19-9df5-10c2eefd57af
28/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;e19fb581-2d37-481d-b744-bd5b9a4e68e9
28/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;8287f257-b80e-44c7-87ec-f4fd70a0937a
27/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;a9f7ab72-5d50-4881-84c8-91c00aa8d4ef
24/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;2f9aff7b-8bc0-4614-9d6d-6184b07c03c6
24/07/2023;;Transport;Cash;100000;INCOME;;;;;;;7da2abea-5a4c-4880-97e2-c1f0c390761f
23/07/2023;Chotu;Bills & Fees;Cash;20000;EXPENSE;;;;;;;8db1d994-828b-4a9f-8cd2-4179bb49bf4b
22/07/2023;Something;Bills & Fees;Savings Bank;5000;EXPENSE;;;;;;;dfa1e44d-0620-4ce4-8242-ea266430b8ed
21/07/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;089f4173-a7e2-4f7c-933a-057e00445af6
19/07/2023;Adjust balance;Transport;Cash;10000;EXPENSE;;;;;;;3de97568-0791-4fa7-8b5f-a13f7a68d05b
19/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;a240e362-f493-4df3-8a39-34adfbbe97e9
18/07/2023;Pocket money;Transport;Savings Bank;35000;INCOME;;;;;;;ad78f483-712e-4487-b71b-402964fbe7cf
18/07/2023;Curd;Bills & Fees;Savings Bank;48000;EXPENSE;;;;;;;0c4246fe-d150-4138-a8c7-b2299ff02b28
14/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;ec38a43e-49cb-4f44-b8b5-22378c8c74bd
14/07/2023;Snacks;Food & Drinks;Savings Bank;80000;EXPENSE;;;;;;;6a488a47-74c9-40cc-a6a7-83dd6ed97bc3
13/07/2023;Adjust balance;Transport;Savings Bank;10000;EXPENSE;;;;;;;c8663b30-4cd4-4a7b-96d0-5be2a96ee2f9
13/07/2023;Adjust balance;Transport;Metro Card;95000;EXPENSE;;;;;;;993ef29d-3510-492f-8e61-ec199b5d1d31
13/07/2023;🖊️;Bills & Fees;Savings Bank;10000;EXPENSE;;;;;;;df266437-f9d9-4a78-b890-8d347d1fab6e
12/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;27d77e31-bbd0-4d6e-8468-5a0d73581213
12/07/2023;Juice;Food & Drinks;Cash;20000;EXPENSE;;;;;;;c883d05c-6c53-4729-bdb8-ecfe4da468ae
12/07/2023;Snacks;Food & Drinks;Savings Bank;50000;EXPENSE;;;;;;;ddb5295f-fb86-4c07-bc24-b2fc1c3aeb9e
12/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;d25fd475-979c-4f42-8fff-b255016c0409
10/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;2e579c11-d7a1-453c-8318-feb91dcb05f6
05/07/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;abff004c-4d99-4551-bac8-6e04b76a5845
05/07/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;7b97733d-cb97-414f-81aa-ebf099b4c360
04/07/2023;;Transport;Cash;210000;INCOME;;;;;;;2b2acaea-692a-4c89-8ee8-b4e1fb151e92
04/07/2023;Pen;Bills & Fees;Savings Bank;10000;EXPENSE;;;;;;;abf7ad8f-9353-4b09-899b-236d4d77ee62
04/07/2023;;Transport;Savings Bank;84000;INCOME;;;;;;;fcdb71e4-17e9-41ce-9b10-220ef7a7d601
13/06/2023;;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;5106be05-0fec-410f-9f94-867da62bdf68
12/06/2023;Goje;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;d523fbfe-72f9-4b2d-89f2-001760b5a044
11/06/2023;Mom;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;94eaf4b1-5de7-43a6-ba81-61432cdaeff4
10/06/2023;Book;Bills & Fees;Savings Bank;180000;EXPENSE;;;;;;;02e8c1fc-f7c6-4070-a6fd-38aa6cd1b362
10/06/2023;;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;100;INR;;;84ae40f7-762e-433c-a237-0794c1b28d44
10/06/2023;Salary;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;8643e457-1f9b-4eb2-8494-484e813a36de
10/06/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b0719a39-9294-49a1-b593-25178bc842c4
09/06/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;cbdf647e-99a6-467b-a4d8-f34f08e6fe65
09/06/2023;;Transport;Cash;3000;INCOME;;;;;;;0692b2cb-9634-4d0e-aafa-fa5d97845770
09/06/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;688d1286-15e4-4c5e-9000-8b811ed3bd68
09/06/2023;Maa;Transport;Cash;50000;EXPENSE;;;;;;;171bd281-ebb9-499f-a599-009830083136
08/06/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;cd739e89-208b-466e-823d-f3fb049605b3
07/06/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;43810d4f-c3e8-45af-b9c3-7e0a9ed088e9
07/06/2023;Exam fees;Bills & Fees;Savings Bank;800000;EXPENSE;;;;;;;7e80edad-0ce2-4d79-bb56-7a1de4cbc7a5
07/06/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;a6e6fec9-f06d-4cd6-9b81-783d922c06c6
07/06/2023;Record books;Bills & Fees;Savings Bank;360000;EXPENSE;;;;;;;e590c487-ad68-44ef-85b9-dd256dd56620
06/06/2023;Chotu;Transport;Savings Bank;0;TRANSFER;INR;Cash;170;INR;;;08303f91-3211-425a-a45e-ff2fc53e001a
06/06/2023;Adjust;Transport;Cash;60000;EXPENSE;;;;;;;fa8ed10d-41a6-48fe-b6ff-eaafdd2b1bce
06/06/2023;Adjust;Transport;Cash;100000;EXPENSE;;;;;;;9069e92f-7267-4051-920b-a727fce83002
06/06/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;71171976-ee8f-41e5-994e-9e3aac003379
05/06/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;02661093-406d-4b37-a24e-89d428735c04
05/06/2023;Juice;Food & Drinks;Savings Bank;10000;EXPENSE;;;;;;;084785e2-78e7-4f96-a268-534e379a016f
05/06/2023;Snacks;Food & Drinks;Savings Bank;25000;EXPENSE;;;;;;;1eac3398-5799-4102-b251-7ee015475049
05/06/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;403e623d-4959-4701-8fc4-fcc9d3314f9b
04/06/2023;Adjust;Transport;Savings Bank;40000;EXPENSE;;;;;;;1598d104-95db-4207-84a3-f356e107ec17
03/06/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;76bfa357-9f91-47e0-9601-a7548e83ab40
03/06/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;c5cf3faa-f59a-4f63-9352-403af78512bb
02/06/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;d30abfea-00e4-4b4b-a0df-f89af292c59c
01/06/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;3b148ac0-f80c-418e-87f8-cdeb0524aa5b
01/06/2023;Medic;Bills & Fees;Savings Bank;53270;EXPENSE;;;;;;;6947bdc6-5ae5-4402-9773-44fcd77664a9
31/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;13c2d9c2-ec0b-4641-92d9-1d47d46856c5
31/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;a6108fae-4158-4f92-abc8-98d2164713e4
30/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;bf742954-8ced-4b05-8abb-f83d60a5ddc8
30/05/2023;Maa;Transport;Cash;10000;EXPENSE;;;;;;;a9412a4a-1be4-4643-9591-27d952b5aa36
29/05/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;8bd1d50c-f2d3-4de3-be03-eb29541f0923
29/05/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;6621ec12-3697-4625-8d86-199f6d97ef55
28/05/2023;Adjust;Transport;Cash;7000;INCOME;;;;;;;a33b44c4-d605-4ef5-b43b-ac2629d5a4f9
28/05/2023;Adjust;Transport;Cash;153000;INCOME;;;;;;;7d1ff941-a147-422c-9ca0-a63b5336c044
28/05/2023;Suit;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;b0d0925c-5656-4c21-908e-d858508d9742
27/05/2023;Breakfast;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;2a7c16cb-d0d1-4a6e-90fb-f5b9ea1f32a6
26/05/2023;Baba payback;Transport;Savings Bank;35000;EXPENSE;;;;;;;8ecb9487-eb8f-4940-ac60-16187698ddc5
25/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;fa34dfbc-5421-4758-af97-d62dabc91ca9
25/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;d0cec216-deae-478a-aec8-f371f1f18b43
24/05/2023;Juice;Food & Drinks;Savings Bank;25000;EXPENSE;;;;;;;f31250fe-db77-4b4e-855e-f2495efbbd55
24/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;00a578e4-1950-4134-86d4-0ad760a0bef5
23/05/2023;Auto+Bus;Transport;Cash;50000;EXPENSE;;;;;;;e92c947f-3e0d-475c-a6f2-47720ea174a1
23/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;146d65de-5080-4fda-ab15-9d38222e737d
23/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;efd46273-aa95-4657-9753-7de26d3134d8
23/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;c4457ff2-9d37-419a-9f40-ba6712cfb025
21/05/2023;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;5db0782d-28e8-4bb3-99f4-7a248fe323ec
20/05/2023;Shrenik paid;Transport;Savings Bank;150000;INCOME;;;;;;;53ffeefd-9f3c-4079-aafd-787e38a1d001
20/05/2023;Snacks;Food & Drinks;Savings Bank;100000;EXPENSE;;;;;;;e80ef95c-1f37-4fa3-b05d-e9ad2201ecb3
20/05/2023;Ice cream;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;ac7e505c-9fd5-4db9-a5ec-7b49027a2aa9
20/05/2023;OGT paid;Transport;Savings Bank;35000;INCOME;;;;;;;63fa7ddf-0442-4018-9e6b-e6587d325952
20/05/2023;Chotu;Transport;Cash;10000;EXPENSE;;;;;;;064b1298-57c5-498f-8e00-72e28f99ca74
19/05/2023;Bus pass;Transport;Cash;430000;EXPENSE;;;;;;;aba11ee8-1dc0-4d37-8169-bca15fab8efc
19/05/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;500;INR;;;3738426e-ccfb-4f8e-9048-ffd775d5a8bf
18/05/2023;Ice cream;Food & Drinks;Savings Bank;75000;EXPENSE;;;;;;;9b405d2b-c7ad-44dc-8b73-966966de077d
